text,location,date,textHuman
"[""dailydigger"",""here"",""we"",""go"",""coronavirus"",""thread"",""httpstcodikhdmq""]","[-94.9027,29.38385]",Sun Mar 29 12:14:55 +0000 2020," @dailydigger19: Here we go. #Coronavirus thread 3.29.2020 https://t.co/d2IkHDMq76"
"[""anjay"",""ada"",""akunnya""]","[99.0657,2.3328]",Sun Mar 29 12:14:55 +0000 2020,Anjay ada akunnya 💊🧿👻😂😂
"[""coronaupdate"",""indias"",""finance"",""minister"",""nirmala"",""sitharaman"",""announces"",""covid"",""package"",""of"",""rs"",""crores"",""for"",""the"",""poor"",""daily"",""wagers""]","[12.42241,50.35103]",Sun Mar 29 12:14:55 +0000 2020," @Corona_Update_: India's Finance Minister Nirmala Sitharaman announces COVID19 package of Rs 170,000 crores for the poor, daily wagers,…"
"[""bdutt"",""in"",""my"",""first"",""report"",""i"",""spoke"",""of"",""calling"",""the"",""army"",""for"",""this"",""we"",""are"",""now"",""having"",""the"",""opposite"",""of"",""a"",""lockdown"",""do"",""not"",""blame"",""millions"",""of"",""p""]","[73.85535,18.51957]",Sun Mar 29 12:14:55 +0000 2020," @BDUTT: In my first report I spoke of calling the Army for this. We are now having the opposite of a lockdown. Don't blame millions of p…"
"[""abpositivejack"",""trump"",""gave"",""away"",""our"",""stockpile"",""of"",""ppe"",""to"",""china"",""almost"",""tons"",""of"",""masks"",""gowns"",""etc"",""this"",""happened"",""in"",""february"",""after"",""he""]","[-80.47922,25.44789]",Sun Mar 29 12:14:56 +0000 2020," @AbpositiveJack: Trump gave away our stockpile of PPE to China. Almost 18 TONS of masks, gowns, etc. This happened in February, AFTER he…"
"[""kamilkaramali"",""watch"",""its"",""all"",""good"",""sophie"",""gregoire"",""trudeau"",""posted"",""this"",""video"",""to"",""her"",""instagram"",""tonight"",""saying"",""she"",""is"",""been"",""given"",""a""]","[-121.28594,51.64982]",Sun Mar 29 12:14:56 +0000 2020," @KamilKaramali: WATCH | “It’s all good.” Sophie Gregoire Trudeau posted this video to her Instagram tonight, saying she’s been given a “…"
"[""keifersanchez"",""anong"",""ginagawa"",""mo"",""ngayong"",""lockdown"",""party"",""naman"",""tayo"",""sa"",""ml"",""hehe"",""askkeifer""]","[1.49129,42.46372]",Sun Mar 29 12:14:56 +0000 2020,@KeiferSanchez_ anong ginagawa mo ngayong lockdown? party naman tayo sa ml hehe #AskKeifer
"[""fang"",""fang"",""wuhan"",""lockdown"",""diaries"",""first"",""day"",""of"",""the"",""new"",""year"",""january"",""th"",""httpstcorjvgfark"",""everyo"",""httpstcohytbyows""]","[115.95989,-32.02481]",Sun Mar 29 12:14:56 +0000 2020,Fang Fang: Wuhan Lockdown Diaries         : First day of the new year (January 25th) https://t.co/rjVG02FARk Everyo… https://t.co/HYTBYOW68s
"[""the"",""rouble"",""nagi"",""art"",""foundation"",""is"",""tirelessly"",""working"",""in"",""slums"",""and"",""bastis"",""to"",""ensure"",""proper"",""aid"",""reaches"",""the"",""people"",""th"",""httpstcopjtopszru""]","[76.79336,34.9274]",Sun Mar 29 12:14:56 +0000 2020,The Rouble Nagi Art Foundation is tirelessly working in slums and Bastis to ensure proper aid reaches the people th… https://t.co/PjtoPS4ZRU
"[""iamjessicab"",""oh"",""my"",""god"",""this"",""is"",""the"",""video"",""you"",""did"",""not"",""want"",""to"",""see"",""on"",""your"",""life"",""time"",""a"",""professional"",""boxer"",""and"",""a"",""champion"",""at"",""that""]","[-7.45,55.13333]",Sun Mar 29 12:14:56 +0000 2020," @i_am_jessica_b: Oh my god 🤦🏻‍♀️ This is the video you didn’t want to see on your life time. A professional boxer and a champion at that…"
"[""hieltom"",""ruttengwendolyn"",""in"",""deafspraak"",""haar"",""excuus"",""van"",""het"",""lockdown"",""feestje"",""in"",""het"",""cafe"",""van"",""haar"",""echtgenoot"",""niemand"",""wist"",""wat"",""de"",""om""]","[4.32664,51.21979]",Sun Mar 29 12:14:56 +0000 2020," @hieltom: #RuttenGwendolyn in #deafspraak haar excuus van het lockdown feestje in het café van haar echtgenoot : “niemand wist wat de om…"
"[""fightred"",""donald"",""trump"",""refuses"",""to"",""give"",""up"",""control"",""of"",""billion"",""slush"",""fund"",""in"",""relief"",""bill"",""trumps"",""looking"",""out"",""all"",""angles"",""he"",""is"",""a""]","[-59.57663,13.18676]",Sun Mar 29 12:14:56 +0000 2020," @fight4red: Donald Trump Refuses To Give Up Control Of $500 Billion ‘Slush Fund’ In Relief Bill:

🚨Trumps looking out all angles! He’s a…"
"[""coronavirus"",""uknationals"",""in"",""peru"",""uk"",""embassy"",""in"",""lima"",""announces"",""flights"",""to"",""lima"",""and"",""the"",""uk"",""on"",""monday"",""too"",""see"",""thre"",""httpstcobqjxrbez""]","[150.73515,-33.64656]",Sun Mar 29 12:14:56 +0000 2020,#coronavirus #UKnationals in Peru: UK’ embassy in Lima announces flights to Lima and the UK on Monday too. See thre… https://t.co/3B9qJxrBEZ
"[""masha"",""allah"",""alhamdulilah""]","[5.23494,11.43522]",Sun Mar 29 12:14:56 +0000 2020,"Masha Allah, Alhamdulilah."
"[""httpstcomupjqinh"",""covid"",""staythefuckathome""]","[-1.28162,53.34061]",Sun Mar 29 12:14:56 +0000 2020,https://t.co/3Mup5JqInh #COVID19 #staythefuckathome 😂
"[""wimschellekens"",""we"",""are"",""witnessing"",""in"",""the"",""united"",""states"",""one"",""of"",""the"",""greatest"",""failures"",""of"",""basic"",""governance"",""and"",""basic"",""leadership"",""in"",""mod""]","[4.49306,52.0575]",Sun Mar 29 12:14:56 +0000 2020," @Wim_Schellekens: “We are witnessing in the United States one of the greatest failures of basic #governance and basic #leadership in mod…"
"[""aarifshaah"",""sudhirchaudhary"",""no"",""doubt"",""it"",""is"",""a"",""noble"",""deed"",""but"",""should"",""not"",""he"",""be"",""tested"",""first"",""for"",""coronavirus"",""what"",""if"",""httpstcoctplcczq""]","[72.88261,19.07283]",Sun Mar 29 12:14:56 +0000 2020,"@aarifshaah @sudhirchaudhary No doubt it is a noble deed but shouldn't he be tested first for Coronavirus? 
What if… https://t.co/6cTpLCCZ5Q"
"[""nbstv"",""yesterday"",""policeug"",""arrested"",""pastor"",""of"",""revival"",""church"",""kawala"",""pastor"",""augustine"",""yiga"",""for"",""allegedly"",""uttering"",""false"",""and"",""harmful"",""pr""]","[32.58219,0.31628]",Sun Mar 29 12:14:57 +0000 2020," @nbstv: Yesterday, @PoliceUg arrested Pastor of Revival Church Kawala, Pastor Augustine Yiga for allegedly uttering false and harmful pr…"
"[""swarajyamag"",""coronavirus"",""yearold"",""wuhan"",""wet"",""market"",""shrimp"",""seller"",""may"",""be"",""covid"",""patient"",""zero"",""claims"",""report"",""httpstcoifsrin""]","[72.88261,19.07283]",Sun Mar 29 12:14:57 +0000 2020," @SwarajyaMag: Coronavirus: 57-Year-Old Wuhan Wet Market Shrimp Seller May Be Covid-19 ‘Patient Zero’, Claims Report

https://t.co/iFsrin…"
"[""remigmi"",""update"",""march"",""th"",""raoulgmi"",""covid"",""covidus"",""coviduk"",""covidespana"",""covid"",""for"",""the"",""sec""]","[10.68011,52.46925]",Sun Mar 29 12:14:57 +0000 2020," @RemiGMI: 🦠🇪🇺🇦🇺🇪🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸🇩🇪🇫🇷🇬🇧🇮🇹🇨🇦- UPDATE MARCH 29th
@RaoulGMI #COVID19 #COVID19US #covid19UK #COVID19España #COVID2019 

For the sec…"
"[""jpvanypersele"",""covid"",""the"",""brexit"",""bill"",""is"",""coming"",""earlier"",""than"",""expected"",""fruit"",""and"",""veg"",""will"",""run"",""out"",""unless"",""britain"",""charters"",""pla""]","[1.7726,45.81376]",Sun Mar 29 12:14:57 +0000 2020," @JPvanYpersele: #COVID19: The #Brexit bill is coming earlier than expected...   Fruit and veg ‘will run out’ unless Britain charters pla…"
"[""nishapurushoth"",""hundreds"",""of"",""migrant"",""workers"",""gathered"",""in"",""payippadu"",""kottayam"",""they"",""demand"",""travel"",""facilities"",""to"",""home"",""states"",""serious"",""s""]","[75.78781,26.91962]",Sun Mar 29 12:14:57 +0000 2020," @NishaPurushoth2: hundreds of migrant workers gathered in Payippadu, Kottayam.. They demand travel facilities to home states.. serious s…"
"[""requesting"",""everyone"",""to"",""share"",""this"",""image"",""to"",""create"",""awareness"",""artdailydose"",""coronavirusupdate"",""coronaviruss"",""httpstcomdojvfkpe""]","[72.88261,19.07283]",Sun Mar 29 12:14:57 +0000 2020,"Requesting everyone to share this image to create awareness.

art_dailydose coronavirus.update coronaviruss… https://t.co/mD3OjVFKPe"
"[""henrymakow"",""coronavirus"",""is"",""another"",""live"",""drill"",""httpstcorksfoumb"",""jason"",""goodman"",""visits"",""the"",""hospital"",""at"",""the"",""center"",""of"",""the"",""panic""]","[-87.77305,30.88296]",Sun Mar 29 12:14:57 +0000 2020," @HenryMakow: Coronavirus is Another Live Drill  

https://t.co/8r9kSFoumB

Jason Goodman visits the hospital at the center of the panic…"
"[""strobetalbott"",""of"",""all"",""presidents"",""trump"",""uses"",""hatred"",""to"",""rile"",""his"",""base"",""and"",""intimidate"",""his"",""foes"",""he"",""also"",""uses"",""hatred"",""to"",""discredit"",""facts""]","[144.26089,-36.72887]",Sun Mar 29 12:14:57 +0000 2020," @strobetalbott: Of all 46 presidents, Trump uses hatred to rile his base and intimidate his foes. He also uses hatred to discredit facts…"
"[""bbcnews"",""coronavirus"",""domestic"",""abuse"",""victims"",""still"",""allowed"",""to"",""leave"",""home"",""httpstcoritieithnn""]","[147.0587,-42.78261]",Sun Mar 29 12:14:57 +0000 2020," @BBCNews: Coronavirus: Domestic abuse victims 'still allowed to leave home' https://t.co/riTIeItHnN"
"[""muglikar"",""wuhan"",""shrimp"",""seller"",""identified"",""as"",""coronavirus"",""patient"",""zero"",""httpstcovoimldme""]","[76.79336,34.9274]",Sun Mar 29 12:14:57 +0000 2020," @muglikar_: Wuhan shrimp seller identified as coronavirus 'patient zero'
https://t.co/vO9iM4lDME"
"[""onufr"",""vous"",""etes"",""un"",""professionnel"",""de"",""la"",""sante"",""en"",""ce"",""temps"",""de"",""crise"",""liee"",""au"",""covid"",""les"",""systemes"",""de"",""sante"",""ont"",""besoin"",""de"",""renforts""]","[10.98178,-2.93323]",Sun Mar 29 12:14:58 +0000 2020," @ONU_fr: Vous êtes un professionnel de la santé ? 

En ce temps de crise liée au #COVID19, les systèmes de santé ont besoin de renforts.…"
"[""jackgrimmer"",""father"",""in"",""law"",""doing"",""fine"",""during"",""lockdown"",""then"",""httpstcoyyfixth""]","[-8.47061,51.89797]",Sun Mar 29 12:14:58 +0000 2020," @JackGrimmer: Father in law doing fine during lockdown then 👍🏼 https://t.co/2yYFIxT46H"
"[""kausarneyaz"",""safehands"",""challenge"",""chitrangada"",""roy"",""httpstcodrqdvempm"",""via"",""youtube"",""covid"",""chitrangada"",""my"",""year"",""old"",""niece"",""is"",""n""]","[76.79336,34.9274]",Sun Mar 29 12:14:58 +0000 2020," @KausarNeyaz: #SafeHands Challenge: Chitrangada Roy https://t.co/DRQDVEM6Pm via @YouTube
#COVID19. Chitrangada, my 5 year old niece is n…"
"[""nwalesbrexiteer"",""is"",""it"",""true"",""that"",""mosques"",""are"",""still"",""open"",""and"",""spreading"",""the"",""coronavirus""]","[-0.17509,52.31939]",Sun Mar 29 12:14:58 +0000 2020," @NWalesBrexiteer: Is it true that mosques are still open and spreading the #coronavirus ?"
"[""coronaupdate"",""latest"",""coronavirus"",""figures"",""from"",""india"",""infected"",""deaths"",""maharashtra"",""and"",""kerala"",""with"",""highest"",""number"",""of"",""cases""]","[12.42241,50.35103]",Sun Mar 29 12:14:58 +0000 2020," @Corona_Update_: Latest Coronavirus figures from India: 
649 infected
13 deaths
Maharashtra and Kerala with highest number of cases."
"[""rupasubramanya"",""more"",""testing"",""obviously"",""better"",""than"",""less"",""and"",""it"",""will"",""throw"",""up"",""more"",""cases"",""which"",""is"",""not"",""a"",""reason"",""for"",""panic"",""iceland"",""tested""]","[77.59369,12.97194]",Sun Mar 29 12:14:58 +0000 2020," @rupasubramanya: More testing obviously better than less. And it'll throw up more cases which is not a reason for panic. Iceland tested…"
"[""moodflix"",""crush"",""after"",""lockdown"",""deserve"",""mo"",""ako""]","[147.73333,-37.81667]",Sun Mar 29 12:14:58 +0000 2020," @MoodFlix: Crush... After lockdown, deserve mo

AKO"
"[""caliadomenico"",""this"",""gives"",""you"",""an"",""idea"",""how"",""many"",""layers"",""of"",""protection"",""doctors"",""must"",""protect"",""themselves"",""everyday"",""from"",""the"",""coronavirus"",""htt""]","[150.73515,-33.64656]",Sun Mar 29 12:14:58 +0000 2020," @CaliaDomenico: This gives you an idea how many layers of protection doctors must protect themselves everyday from the coronavirus 🦠 htt…"
"[""eu"",""digo"",""todos"",""os"",""dias"",""para"",""minha"",""mae"",""os"",""numeros"",""sao"",""muito"",""mais"",""do"",""que"",""esses"",""que"",""estao"",""divulgando""]","[-39.65111,-15.46417]",Sun Mar 29 12:14:59 +0000 2020,Eu digo todos os dias para minha mãe: os números são muito mais do que esses que estão divulgando.
"[""andrespaezec"",""arenadelmar"",""es"",""estupidez"",""es"",""mala"",""entrana"",""porque"",""estan"",""haciendo"",""dano"",""intencionalmente"",""o"",""son"",""suici"",""httpstcopfbfmuyr""]","[-78.52495,-0.22985]",Sun Mar 29 12:14:59 +0000 2020,@andrespaezec @ArenaDelMar5 Es estupidez? Es mala entraña?  Porque están haciendo daño intencionalmente o son suici… https://t.co/5PfBfM7uyr
"[""non"",""ca"",""ne"",""sert"",""a"",""rien"",""de"",""laisser"",""ses"",""courses"",""h"",""sur"",""le"",""palier"",""au"",""contraire"",""cest"",""encore"",""plus"",""dangereux"",""car"",""ca"",""httpstcoxdvnnwaj""]","[3.7375,43.60528]",Sun Mar 29 12:14:59 +0000 2020,"Non, ça ne sert à rien de laisser ses courses 1h30 sur le palier, au contraire, c'est encore plus dangereux car ça… https://t.co/xd6vNnWAj4"
"[""extremely"",""important"",""advice"",""crnastrong"",""covid"",""httpstcodqmrmshy""]","[-93.41098,48.60105]",Sun Mar 29 12:14:59 +0000 2020,Extremely important advice. #crnastrong #covid19 https://t.co/9D5QmRmSHY
"[""i"",""decreti"",""di"",""conte"",""sul"",""coronavirus"",""sono"",""sconosciuti"",""alla"",""costituzione"",""httpstcosrfciyiwi"",""di"",""ilriformista""]","[-47.36306,-21.47278]",Sun Mar 29 12:14:59 +0000 2020,I decreti di Conte sul Coronavirus sono sconosciuti alla Costituzione https://t.co/SrfcI9YiwI di @ilriformista
"[""libertacao"",""em"",""massa"",""pcc"",""esta"",""aproveitando"",""coronavirus"",""para"",""soltar"",""maior"",""numero"",""de"",""integrantes"",""possivel"",""httpstcowaydke""]","[-43.98361,-6.43306]",Sun Mar 29 12:14:59 +0000 2020,LIBEAÇÃO EM MASSA: PCC está aproveitando coronavírus para soltar maior número de integrantes possível… https://t.co/6wa3YD27KE
"[""fercilidad"",""estoy"",""chateando"",""con"",""una"",""persona"",""que"",""dio"",""covid"",""positivo"",""y"",""los"",""vecinos"",""filtraron"",""sus"",""datos"",""no"",""la"",""dejan"",""vivir"",""tranquila"",""ac""]","[-72.56084,-37.0982]",Sun Mar 29 12:14:59 +0000 2020," @Fercilidad: Estoy chateando con una persona que dio Covid19 positivo y los vecinos filtraron sus datos, no la dejan vivir tranquila, ac…"
"[""toooto"",""victoire"",""finale"",""des"",""us"",""face"",""a"",""la"",""france"",""en"",""finale"",""de"",""la"",""coupe"",""du"",""monde"",""des"",""debilos""]","[1.4423,43.52366]",Sun Mar 29 12:14:59 +0000 2020," @Toooto_13: Victoire finale 2-1 des USA face à la France en finale de la coupe du monde des debilos"
"[""luiserolave"",""nos"",""van"",""a"",""llenar"",""buenaventura"",""de"",""coronavirus"",""si"",""no"",""cierran"",""el"",""puerto"",""no"",""podemos"",""callar"",""ante"",""la"",""complicidad"",""ivanduque"",""c""]","[123.9622,11.1286]",Sun Mar 29 12:14:59 +0000 2020," @LUISEROLAVE: Nos van a llenar Buenaventura de Coronavirus si no cierran el puerto... NO podemos callar ante la complicidad @IvanDuque c…"
"[""povey"",""niall"",""the"",""peak"",""in"",""weeks"",""but"",""then"",""there"",""is"",""the"",""decline"",""lockdown"",""will"",""have"",""to"",""stay"",""to"",""keep"",""that"",""decline"",""in"",""situ""]","[16.23333,47.85]",Sun Mar 29 12:14:59 +0000 2020,@Povey34 @Niall_84 The peak in 3 weeks but then there’s the decline - lockdown will have to stay to keep that decline in situ
"[""aranchaglezlaya"",""great"",""comments"",""by"",""javiersolana"",""prosyn"",""on"",""the"",""atypical"",""war"",""we"",""are"",""waging"",""against"",""covid"",""the"",""ongoing"",""crisis"",""will""]","[5.69387,45.17675]",Sun Mar 29 12:14:59 +0000 2020," @AranchaGlezLaya: Great comments by @javiersolana @ProSyn on the atypical war we are waging against #COVID19 

“The ongoing crisis will…"
"[""watchmenid"",""sebuah"",""sistem"",""lockdown"",""httpstcomdltekjphu""]","[99.55762,0.27293]",Sun Mar 29 12:14:59 +0000 2020," @WatchmenID: Sebuah sistem lockdown https://t.co/mDlTeKJphU"
"[""doctarm"",""coronavirus"",""common"",""flu""]","[100.50144,13.75398]",Sun Mar 29 12:15:00 +0000 2020," @doctarm: ครบ 20วัน ที่ทรัมป์บอกว่า Coronavirus ไม่น่ากลัว เพิ่งมีแค่ 546เคส คนตาย 22 คนเอง common flu ยังมีคนตายเยอะกว่า ผ่านมา 3อาทิต…"
"[""emilielopes"",""petit"",""pays"",""je"",""taime"",""beaucoup"",""le"",""portugal"",""regularise"",""ses"",""immigres"",""pour"",""les"",""proteger"",""du"",""coronavirus"",""httpstcotbyd""]","[4.80259,45.73375]",Sun Mar 29 12:15:00 +0000 2020," @EmilieLopes: « Petit pays, je t’aime beaucoup » 
Le Portugal régularise ses immigrés pour les protéger du coronavirus https://t.co/TBYD…"
"[""annapodolanczuk"",""today"",""i"",""told"",""a"",""year"",""old"",""that"",""he"",""needs"",""intubation"",""he"",""was"",""scared"",""could"",""not"",""breathe"",""i"",""told"",""the"",""wife"",""of"",""a"",""year""]","[-79.4163,43.70011]",Sun Mar 29 12:15:00 +0000 2020," @AnnaPodolanczuk: Today.

I told a 28 year old that he needs intubation. He was scared. Couldn’t breathe. 

I told the wife of a 47 year…"
"[""norbertelekes"",""new"",""princess"",""maria"",""teresa"",""of"",""spain"",""has"",""died"",""from"",""coronavirus"",""worlds"",""first"",""royal"",""to"",""die"",""from"",""coronavirus""]","[72.58727,23.02579]",Sun Mar 29 12:15:00 +0000 2020," @NorbertElekes: NEW: Princess Maria Teresa of Spain, 86, has died from coronavirus.

World's first royal to die from coronavirus."
"[""hindudesam"",""see"",""the"",""hand"",""sanitizer"",""which"",""he"",""used"",""for"",""self"",""protection"",""from"",""pandemic"",""novel"",""coronavirus"",""coronaupdate"",""httpstcoaqicl""]","[80.27847,13.08784]",Sun Mar 29 12:15:00 +0000 2020," @HinduDesam: See the hand sanitizer which he used for self protection from pandemic novel #CoronaVirus

#CoronaUpdate https://t.co/Aqicl…"
"[""renoomokri"",""how"",""nigeria"",""defeated"",""ebola"",""and"",""how"",""we"",""can"",""defeat"",""coronavirus"",""httpstcoqffvvgwsxx""]","[5.23494,11.43522]",Sun Mar 29 12:15:00 +0000 2020," @renoomokri: How Nigeria Defeated Ebola and How We Can Defeat #CoronaVirus https://t.co/qFfVVgwSxX"
"[""edirama"",""ediramaal"",""mi"",""stava"",""gia"",""simpatico"",""dopo"",""averlo"",""visto"",""con"",""la"",""giacca"",""juventusfc"",""ma"",""a"",""parte"",""la"",""nota"",""di"",""colo"",""httpstcohnjwsotfpi""]","[-64.11496,-35.3335]",Sun Mar 29 12:14:56 +0000 2020,"#EdiRama @ediramaal mi stava già simpatico dopo averlo visto con la giacca @juventusfc, ma, a parte la nota di colo… https://t.co/HNJwsotFPi"
[],"[99.73404,6.35423]",Sun Mar 29 12:14:56 +0000 2020,😞
"[""britisharmy"",""army"",""personnel"",""including"",""the"",""army"",""medical"",""services"",""are"",""working"",""with"",""nhs"",""to"",""help"",""turn"",""excellondon"",""into"",""nhs"",""nightingale"",""ho""]","[-1.51217,52.40656]",Sun Mar 29 12:14:58 +0000 2020," @BritishArmy: Army personnel including the Army Medical Services are working with #NHS to help turn @ExCeLLondon into NHS Nightingale ho…"
"[""commentaar"",""in"",""eenzaamheid"",""gestorven"",""in"",""drie"",""keiharde"",""woorden"",""beschrijven"",""de"",""overlijdensadvertenties"",""de"",""laatste"",""m"",""httpstcohrvexqhus""]","[4.47917,51.9225]",Sun Mar 29 12:15:00 +0000 2020,Commentaar: 'In eenzaamheid gestorven. In drie keiharde woorden beschrijven de overlijdensadvertenties de laatste m… https://t.co/h6RVeXqHus
"[""beaudonnet"",""mortalite"",""dans"",""les"",""maisons"",""de"",""retraite"",""tous"",""les"",""ehpad"",""que"",""jai"",""contacte"",""me"",""disent"",""quils"",""remontent"",""les"",""chiffres"",""chaqu""]","[1.7726,45.81376]",Sun Mar 29 12:15:00 +0000 2020," @beaudonnet: #Mortalité dans les maisons de retraite : 

Tous les #Ehpad que j'ai contacté me disent qu'ils remontent les chiffres chaqu…"
"[""khalidkarim"",""boss"",""is"",""really"",""following"",""his"",""own"",""advice"",""on"",""mask"",""ie"",""if"",""you"",""are"",""not"",""sicka"",""mask"",""is"",""not"",""necessary""]","[35.77811,32.5667]",Sun Mar 29 12:15:00 +0000 2020," @khalidkarim: Boss is really following his own advice on mask ie if you are not sick,a mask is not necessary."
"[""fightrights"",""on"",""march"",""gaza"",""strip"",""reported"",""first"",""cases"",""of"",""coronavirus"",""the"",""palestinian"",""men"",""had"",""recently"",""returned"",""from"",""a"",""tabligh""]","[67.99298,24.3944]",Sun Mar 29 12:15:00 +0000 2020," @Fight4Rights14: On 22 March, Gaza strip reported first 2 cases of coronavirus. The Palestinian men had recently returned from a tabligh…"
"[""maitlis"",""v"",""useful"",""thread"",""of"",""policy"",""timeline"",""one"",""thing"",""left"",""off"",""here"",""on"",""the"",""day"",""the"",""whole"",""of"",""italy"",""went"",""into"",""total"",""lockdown"",""we"",""were""]","[-6.24889,53.33306]",Sun Mar 29 12:15:01 +0000 2020," @maitlis: V useful thread of policy timeline. One thing left off here - on the day the whole of italy went into total lockdown , we were…"
"[""interesante"",""charla"",""de"",""fernando"",""trias"",""de"",""bes"",""crisis"",""economica"",""covid"",""que"",""pasara"",""despues"",""del"",""confinamiento"",""httpstcouqlkpm""]","[-1.78938,43.33904]",Sun Mar 29 12:15:01 +0000 2020,"Interesante charla de Fernando Trías de Bes - Crisis Económica #COVID-19
Qué pasará después del confinamiento…… https://t.co/U393q1LKPM"
"[""piyushgoyal"",""stepping"",""up"",""efforts"",""to"",""fight"",""coronavirus"",""railways"",""has"",""converted"",""a"",""train"",""coach"",""into"",""an"",""isolation"",""ward"",""take"",""a"",""look"",""at"",""a""]","[76.79336,34.9274]",Sun Mar 29 12:15:01 +0000 2020," @PiyushGoyal: Stepping up efforts to fight Coronavirus, Railways has converted a train coach into an isolation ward. 🛌

Take a look at a…"
"[""leparisien"",""nous"",""sommes"",""acteurs"",""de"",""la"",""propagation"",""la"",""detresse"",""des"",""livreurs"",""amazon"",""face"",""au"",""coronavirus"",""httpstcoajpdbxqol"",""red""]","[1.7726,45.81376]",Sun Mar 29 12:14:58 +0000 2020," @le_Parisien: «Nous sommes acteurs de la propagation» : la détresse des livreurs Amazon face au coronavirus https://t.co/aJpdBxq5ol #Red…"
"[""awani"",""terkini"",""perintah"",""kawalan"",""pergerakan"",""diperketatkan"",""pkpd"",""dikuat"",""kuasa"",""di"",""kawasan"",""batu"",""hingga"",""batu"",""sungai"",""lui"",""hulu"",""la""]","[99.73404,6.35423]",Sun Mar 29 12:15:01 +0000 2020," @501Awani: [TERKINI] Perintah Kawalan Pergerakan Diperketatkan (PKPD) dikuat kuasa di kawasan Batu 21 hingga Batu 24 Sungai Lui, Hulu La…"
"[""jmalric"",""comment"",""peuton"",""faire"",""confiance"",""dans"",""la"",""communication"",""du"",""gouvernement"",""covid"",""ephilippepm"",""karinelacombe"",""masques"",""https""]","[1.7726,45.81376]",Sun Mar 29 12:15:01 +0000 2020," @jmAlric11: Comment peut-on faire confiance dans la communication du Gouvernement ? #Covid_19 @EPhilippePM #KarineLacombe #masques https…"
"[""ruhutsitompul"",""utk"",""pak"",""joko"",""widodo"",""presiden"",""ri"",""dgn"",""arif"",""amp"",""bijaksana"",""menunda"",""lockdown"",""lihat"",""india"",""mexico"",""amp"",""beberapa"",""negara"",""di"",""dunia""]","[99.55762,0.27293]",Sun Mar 29 12:15:01 +0000 2020," @ruhutsitompul: 100 utk Pak Joko Widodo Presiden RI dgn Arif &amp; bijaksana menunda LockDown, lihat India Mexico &amp; beberapa Negara di Dunia…"
"[""pineapplebous"",""ce"",""coronavirus"",""nous"",""a"",""prouve"",""que"",""les"",""gens"",""les"",""moins"",""bien"",""payes"",""sont"",""les"",""plus"",""utiles"",""a"",""la"",""societe""]","[1.7726,45.81376]",Sun Mar 29 12:15:00 +0000 2020," @PineappleBous: Ce coronavirus nous a prouvé que les gens les moins bien payés sont les plus utiles à la société.."
"[""mataonline"",""video"",""coronavirus"",""ahmednagar"",""police"",""http""]","[76.79336,34.9274]",Sun Mar 29 12:15:01 +0000 2020," @mataonline: Video: पोलिसांनो, खरंच तुम्हाला सलाम! नगरमधील तृतीयपंथीयांना दिल्या जीवनावश्यक वस्तू

#coronavirus #Ahmednagar #Police http…"
"[""davidosland"",""lift"",""the"",""ban"",""on"",""medically"",""qualified"",""asylum"",""seekers"",""workers"",""so"",""that"",""more"",""doctors"",""nurses"",""and"",""paramedics"",""can"",""join"",""the"",""fig""]","[150.73515,-33.64656]",Sun Mar 29 12:15:01 +0000 2020," @David__Osland: Lift the ban on medically qualified asylum seekers workers, so that more doctors, nurses and paramedics can join the fig…"
"[""roundaboutdave"",""this"",""is"",""my"",""girl"",""she"",""is"",""precious"",""to"",""me"",""she"",""is"",""looking"",""after"",""coronavirus"",""covid"",""patients"",""and"",""she"",""is"",""a"",""studentnurse""]","[150.73515,-33.64656]",Sun Mar 29 12:15:01 +0000 2020," @roundaboutdave: This is MY GIRL. She is precious to me. She is looking after #coronavirus #COVID19 patients and she is a #studentnurse.…"
"[""read"",""httpstcojrswuwkbmk"",""httpstcolnwwvacj""]","[76.79336,34.9274]",Sun Mar 29 12:15:01 +0000 2020,"#कोरोना संकट : #महाराष्ट्र में कोरोना से सबसे ज्यादा मौतें, आकड़ा पहुंचा 8 पर

READ: https://t.co/jRSwUWKbmK… https://t.co/4lNWWv2AcJ"
"[""aantal"",""coronadoden"",""nederland"",""gestegen"",""met"",""httpstcovgnkoxygfk"",""nederland"",""rivm"",""coronavirus"",""doden""]","[-57.5171,6.24793]",Sun Mar 29 12:15:02 +0000 2020,Aantal coronadoden Nederland gestegen met 132 - https://t.co/VgnkoxyGfK #nederland #rivm #coronavirus #doden
"[""medecineactu"",""les"",""anticorps"",""contre"",""le"",""coronavirus"",""sont"",""produits"",""par"",""lorganisme"",""jours"",""apres"",""le"",""debut"",""de"",""linfection"",""en"",""revanche""]","[-98.08545,22.50062]",Sun Mar 29 12:15:02 +0000 2020," @medecineactu: 🚨🧪Les anticorps contre le #coronavirus sont produits par l'organisme 14 jours après le début de l'infection.
En revanche…"
"[""ashchanchlani"",""u"",""again"",""won"",""my"",""heartsuch"",""a"",""good"",""soul"",""u"",""have"",""by"",""doing"",""this"",""uve"",""created"",""an"",""example"",""for"",""all"",""us"",""an"",""httpstcoyrwtacolj""]","[76.79336,34.9274]",Sun Mar 29 12:15:02 +0000 2020,@ashchanchlani u again won my heart❤such a good soul u have.. By doing this u've created an example for all us.. An… https://t.co/9yRWtACoLJ
